#from,to

416743464,2797602696

416743464,1002477324

416743464,224765197

416743464,1386338574

416743464,2559201936

416743464,2241428113

416743464,3220201621

416743464,2297053591

416743464,4142870296

416743464,2413022749

416743464,191174438

416743464,2734466983

416743464,26493482

416743464,317005231

416743464,534563976

416743464,555031989

416743464,1452034232

416743464,1964598974

416743464,861765444

416743464,511740616

416743464,16816972

416743464,171996495

416743464,1438943570

416743464,2181212285

416743464,15357143

416743464,486970980

416743464,15612251

416743464,822291044

416743464,14294182

416743464,1024244078

416743464,14562685

416743464,43112176

416743464,2860289139

416743464,14432446

416743464,2886415098

416743464,359572266

416743464,1949391637

2679726122,2984159777

1931960364,1435730690

1931960364,106186373

1931960364,2579887878

1931960364,2797602696

1931960364,103044858

1931960364,2364182923

1931960364,3254815362

1931960364,408520849

1931960364,3220201621

1931960364,2297053591

1931960364,3379196824

1931960364,2362717849

1931960364,2413022749

1931960364,256900512

1931960364,2825705712

1931960364,2964584867

1931960364,554378917

1931960364,191174438

1931960364,2734466983

1931960364,18986537

1931960364,76567984

1931960364,2755291435

1931960364,3320582573

1931960364,2472191965

1931960364,18004144

1931960364,1976317832

1931960364,2795481396

1931960364,555031989

1931960364,25268536

1931960364,1961113274

1931960364,1964598974

1931960364,119802433

1931960364,47702338

1931960364,129238979

1931960364,18654916

1931960364,422966469

1931960364,299558731

1931960364,16816972

1931960364,113022733

1931960364,200080977

1931960364,3094540755

1931960364,1949391637

1931960364,243877974

1931960364,3727769303

1931960364,2425575384

1931960364,2723221604

1931960364,534563976

1931960364,3386333403

1931960364,3345342556

1931960364,1544327005

1931960364,15357143

1931960364,2284237477

1931960364,1713417312

1931960364,3056946657

1931960364,3149379939

1931960364,91608548

1931960364,328990309

1931960364,116798501

1931960364,1137295724

1931960364,1024244078

1931960364,2181212285

1931960364,43112176

1931960364,15612251

1931960364,224765197

1931960364,2863666420

1931960364,197347189

1931960364,35203319

1931960364,385356024

1931960364,262343673

1931960364,1010810106

1931960364,1665049724

1931960364,14562685

1931960364,55618046

1931960364,292819455

37389661,633287684

37389661,41773044

37389661,550894758

37389661,2398090694

37389661,2751789639

2479865904,13076512

2479865904,262413057

2479865904,304521922

2479865904,15612251

2479865904,270431207

2479865904,243511692

2479865904,60959947

2479865904,24036140

2479865904,113022733

2479865904,195764221

2479865904,554728401

2479865904,66094483

2479865904,2807600952

2479865904,3010502138

2479865904,1452034232

2479865904,1286060346

2479865904,2477181438

2479865904,2494215919

1322663994,14562685

2546810941,619086497

2546810941,60959947

2546810941,861765444

2546810941,317005063

2546810941,534563976

2546810941,3091307657

2546810941,112717095

2546810941,224765197

2546810941,2799626938

2546810941,2330573426

2546810941,44171091

2546810941,2205314772

2546810941,555031989

2546810941,388439641

2546810941,116830375

2546810941,20752116

2546810941,17055162

2546810941,2918279163

2546810941,14562685

2546810941,633287684

2546810941,54888373

17586869,633287684

17586869,72314301

17586869,294020478

17586869,229858959

1969627202,1969625696

1969627202,1969306748

1969627202,1969890396

1969627202,1969656750

2369126468,9616512

2369126468,3816665602

2369126468,630349063

2369126468,1976317832

2369126468,1002477324

2369126468,31931149

2369126468,256900512

2369126468,116830375

2369126468,138526255

2369126468,198483889

2369126468,555031989

2369126468,2536309816

2369126468,17055162

2369126468,408170818

2369126468,299558731

2369126468,2979781133

2369126468,44171091

2369126468,534563976

2369126468,499014749

2369126468,1024244078

2369126468,49530613

2369126468,35203319

2369126468,136039679

14327878,74426272

14327878,633287684

14327878,14817416

14327878,15706633

14327878,113022733

14327878,229858959

14327878,448958352

14327878,23242773

14327878,3308182553

14327878,16438170

14327878,15299357

14327878,256900512

14327878,166505377

14327878,36436642

14327878,139736999

14327878,54317231

14327878,19337136

14327878,14174897

14327878,44171091

14327878,270958410

14327878,60049728

14327878,13076512

14327878,19827010

14327878,43854281

14327878,1371448266

14327878,16816972

14327878,60958946

14327878,171996495

14327878,4274486352

14327878,20399315

14327878,97289556

14327878,203095125

14327878,283080534

14327878,82397914

14327878,15612251

14327878,499014749

14327878,297939216

14327878,40082786

14327878,3386248163

14327878,24755557

14327878,3981489513

14327878,166216871

14327878,368970737

14327878,60692978

14327878,4854761

14327878,1585

14327878,35203319

14327878,59264763

14327878,14562685

14327878,14124542

1969943905,1969764625

1969943905,1969627202

1969943905,1949391637

1969943905,1969970454

1969943905,1969656750

4423098439,378643729

4423098439,3018841323

4423098439,21254924

4423098439,1949391637

4423098439,45364918

745672716,42651013

745672716,534563976

745672716,14083628

745672716,97716631

745672716,42991757

745672716,14065040

745672716,134230547

745672716,66094483

745672716,2447829655

745672716,20884891

745672716,34613149

745672716,15585285

745672716,13076512

745672716,884424865

745672716,191174438

745672716,2214285223

745672716,416743464

745672716,171061292

745672716,74499421

745672716,198483889

745672716,3030025779

745672716,15706633

745672716,17055162

745672716,228918333

745672716,415507521

745672716,1632320839

745672716,1705567818

745672716,1371448266

745672716,119718228

745672716,892149080

745672716,388439641

745672716,3247671514

745672716,15612251

745672716,2799626938

745672716,744052964

745672716,147382246

745672716,543598566

745672716,20235453

745672716,2580229873

745672716,2330573426

745672716,557922291

745672716,759566131

745672716,373995388

745672716,14562685

14188622,20660256

14188622,119802433

14188622,633287684

14188622,2284237477

14188622,534563976

14188622,15706633

14188622,2755291435

14188622,308554220

14188622,15113529

14188622,608473

14188622,2359323290

14188622,1964598974

14188622,328990309

1974575185,1974781022

2680553557,894057794

2680553557,328990309

2680553557,534563976

2680553557,555031989

2680553557,60959947

2680553557,2841112215

2680553557,946507549

2680553557,186144914

2680553557,1054892244

2680553557,1949391637

2680553557,3019968215

2680553557,2362717849

2680553557,317005231

2680553557,2413022749

2680553557,122319646

2680553557,594406975

2803851354,629055051

2803851354,191174438

2803851354,534563976

2803851354,299558731

2803851354,3315403825

2803851354,82165727

3345342556,328990309

3345342556,534563976

3345342556,612855722

3345342556,3727769303

3345342556,1931960364

3345342556,3320582573

3345342556,1024244078

3345342556,2572600055

3345342556,2797602696

3345342556,1438943570

3345342556,49654515

3345342556,1949391637

3345342556,2297053591

3345342556,4142870296

3345342556,2709250490

3345342556,26493482

3345342556,1964598974

20523706,787737762

20523706,2367320131

20523706,44171091

20523706,557388198

20523706,2402548327

20523706,408520849

20523706,260472941

20523706,1024244078

20523706,50001997

20523706,1452034232

20523706,2964584867

20523706,1635828884

20523706,534563976

20523706,2241428113

20523706,320788760

20523706,2709250490

20523706,145062108

20523706,2413022749

53223520,920051202

53223520,633287684

53223520,2779926533

53223520,2470088713

53223520,22149133

53223520,133599248

53223520,2158171155

53223520,2938383384

53223520,65359897

53223520,213793315

53223520,26493482

53223520,28626988

53223520,49011247

53223520,4226699314

53223520,4112218163

53223520,255583285

53223520,15706633

53223520,315089469

53223520,6524482

53223520,125565507

53223520,213339721

53223520,25245773

53223520,622974542

53223520,18472532

53223520,39327417

53223520,3241283676

53223520,499014749

53223520,3222403600

53223520,149296998

53223520,889285226

53223520,861293587

53223520,265073782

53223520,281956985

53223520,3353484935

53223520,534563976

53223520,2858773132

53223520,56349332

53223520,465532565

53223520,3182802582

53223520,1519116451

53223520,18004144

53223520,369635506

53223520,49498296

53223520,4196400313

53223520,28918980

53223520,422966469

53223520,54240972

53223520,15357143

53223520,15240931

53223520,38145772

53223520,127777519

53223520,2825705712

53223520,2828720887

53223520,2886415098

53223520,18427132

53223520,700822783

53223520,1675124996

53223520,19623685

53223520,27393288

53223520,378643729

53223520,149209877

53223520,1536562052

53223520,138526255

53223520,3235339552

53223520,191174438

53223520,523388200

53223520,22824243

53223520,18511156

53223520,2795481396

53223520,464431420

53223520,14562685

53223520,2846049605

53223520,98189793

53223520,283080534

53223520,50106200

53223520,15612251

53223520,40082786

53223520,2982264166

53223520,90272103

53223520,1115123052

53223520,163838833

53223520,197347189

53223520,2891207037

53223520,294020478

53223520,2387629440

53223520,2858976641

53223520,818237828

53223520,2797602696

53223520,2364182923

53223520,352254365

53223520,256900512

53223520,3237229994

53223520,3031192491

53223520,3320582573

53223520,75940765

53223520,198483889

53223520,555031989

53223520,2709250490

53223520,18976192

53223520,3591179713

53223520,3135122375

53223520,3064266184

53223520,253780952

53223520,45623259

53223520,103044858

53223520,1895278046

53223520,3056946657

53223520,91608548

53223520,326175211

53223520,3245920238

53223520,79975924

53223520,407274487

53223520,618840573

53223520,292819455

25485409,2981403377

25485409,2152669634

25485409,571146156

25485409,16816972

25485409,555031989

2480136290,633287684

2480136290,2797602696

2480136290,3246277742

2480136290,191174438

2480136290,14335399

2480136290,1269972008

2480136290,26493482

2480136290,2984231087

2480136290,198483889

2480136290,555031989

2480136290,1452034232

2480136290,1961113274

2480136290,1269440827

2480136290,3553323080

2480136290,14387914

2480136290,511740616

2480136290,240991194

2480136290,2709250490

2480136290,260472941

2480136290,1024244078

2480136290,79975924

2480136290,534563976

2480136290,1949391637

116531304,1713417312

116531304,894057794

116531304,861765444

116531304,2797602696

116531304,198483889

116531304,1949391637

116531304,2900173115

116531304,145062108

260472941,76572162

260472941,3368309259

260472941,3254815362

260472941,139779091

260472941,13076512

260472941,22467617

260472941,3972501543

260472941,3241729577

260472941,322087980

260472941,261672493

260472941,138526255

260472941,61001779

260472941,15135287

260472941,3138213432

260472941,608293441

260472941,316404290

260472941,2367320131

260472941,14221895

260472941,57601610

260472941,296615500

260472941,25245773

260472941,203095125

260472941,288916054

260472941,104005212

260472941,1292060773

260472941,2480136290

260472941,3308333157

260472941,15150700

260472941,2581101416

260472941,2352903282

260472941,861293587

260472941,3285563508

260472941,265073782

260472941,3598513272

260472941,420540539

260472941,28332156

260472941,243932802

260472941,534563976

260472941,2443192459

260472941,408520849

260472941,56349332

260472941,1606377109

260472941,2447829655

260472941,884424865

260472941,477271714

260472941,2284237477

260472941,14294182

260472941,2401883815

260472941,2330573426

260472941,2190468271

260472941,2445447283

260472941,109009589

260472941,386624183

260472941,20523706

260472941,491551423

260472941,1323115201

260472941,422966469

260472941,112068129

260472941,2813627094

260472941,15357143

260472941,75616478

260472941,20809953

260472941,249083010

260472941,19438311

260472941,3047467756

260472941,14562685

260472941,101914864

260472941,16485618

260472941,2863666420

260472941,2964574965

260472941,2828720887

260472941,401048959

260472941,1435730690

260472941,1496841

260472941,3317442316

260472941,224765197

260472941,3346511123

260472941,321622806

260472941,1093628184

260472941,867304158

260472941,586887461

260472941,191174438

260472941,2510044968

260472941,390073646

260472941,2297624370

260472941,22824243

260472941,18511156

260472941,31137589

260472941,2364404534

260472941,2807600952

260472941,336289087

260472941,525005120

260472941,3390886721

260472941,342825283

260472941,1037513028

260472941,2371401

260472941,361540427

260472941,3404684112

260472941,158522193

260472941,44171091

260472941,97289556

260472941,110630743

260472941,18229080

260472941,3366246233

260472941,19365210

260472941,15612251

260472941,15221598

260472941,24099167

260472941,40082786

260472941,1244100456

260472941,3981489513

260472941,79866731

260472941,3339389805

260472941,29005683

260472941,373995388

260472941,19528573

260472941,3290023294

260472941,3220201621

260472941,3320692610

260472941,2489888150

260472941,892149080

260472941,16647562

260472941,3370835339

260472941,123844674

260472941,2828992835

260472941,48794006

260472941,97716631

260472941,3097157020

260472941,21591454

260472941,119987616

260472941,2964584867

260472941,139736999

260472941,3532201

260472941,81366954

260472941,780251563

260472941,198483889

260472941,196722612

260472941,473984412

260472941,46444989

260472941,4417338814

260472941,256900512

260472941,2221997506

260472941,295681476

260472941,18920390

260472941,25702344

260472941,50001997

260472941,1276126676

260472941,102789941

260472941,2884081625

260472941,59918812

260472941,2918279163

260472941,543598566

260472941,119718228

260472941,70673897

260472941,1156428223

260472941,1355685355

260472941,60692978

260472941,437706739

260472941,3291483124

260472941,82234869

260472941,153896446

260472941,22022138

260472941,243346427

260472941,4048162812

260472941,195764221

260472941,55618046

742981742,2164801440

742981742,894057794

742981742,861765444

742981742,16816972

742981742,1024244078

742981742,448885968

742981742,555031989

742981742,17055162

260800626,189884164

260800626,2233870917

260800626,139349031

260800626,488621194

260800626,1257337806

260800626,2243119311

260800626,75410069

260800626,2292563448

260800626,3403842873

260800626,465521679

260800626,1262177150

260800626,1949391637

30122100,3254815362

30122100,987391748

30122100,328990309

30122100,534563976

30122100,359572266

30122100,894057794

30122100,555031989

30122100,15113529

30122100,20222744

30122100,281956985

30122100,292819455

30122100,145062108

30122100,104805053

30122100,22908286

30122100,1949391637

89759867,311316576

89759867,831730261

384278652,179883843

1270063232,2662167684

1270063232,2165203542

1270063232,1270025862

1270063232,91399176

1270063232,1496841

1270063232,22149133

1270063232,3585705615

1270063232,3265833876

1270063232,3220201621

1270063232,321622806

1270063232,97716631

1270063232,20222744

1270063232,214568255

1270063232,31137589

1270063232,408187675

1270063232,352254365

1270063232,467703710

1270063232,2779926533

1270063232,13076512

1270063232,552851327

1270063232,3065996068

1270063232,2515510693

1270063232,3139717543

1270063232,416743464

1270063232,3303546409

1270063232,359572266

1270063232,1270312236

1270063232,2274282930

1270063232,19759409

1270063232,2433572658

1270063232,22824243

1270063232,2154693428

1270063232,122319646

1270063232,4054023094

1270063232,2870676279

1270063232,333277752

1270063232,2343558836

1270063232,2900173115

1270063232,361111228

1270063232,296332478

1270063232,491551423

1270063232,705287821

1270063232,1323115201

1270063232,125565507

1270063232,1037513028

1270063232,45364918

1270063232,1585662259

1270063232,14387914

1270063232,16816972

1270063232,171996495

1270063232,2767801680

1270063232,200080977

1270063232,2249121151

1270063232,40290133

1270063232,2474820182

1270063232,91608548

1270063232,534563976

1270063232,1544327005

1270063232,15221598

1270063232,2570184927

1270063232,2846822752

1270063232,324955361

1270063232,2918279163

1270063232,134856164

1270063232,1269440827

1270063232,90272103

1270063232,969542076

1270063232,3972501543

1270063232,3147989614

1270063232,1269972008

1270063232,1904561652

1270063232,1606135614

1270063232,281956985

1270063232,103044858

1270063232,436161343

1270063232,373995388

1270063232,248487038

1270063232,2837967381

2982379650,1635828884

2982379650,328990309

2982379650,191174438

2982379650,534563976

2982379650,2755291435

2982379650,16816972

2982379650,437706739

2982379650,2797602696

2982379650,3094540755

2982379650,1834576148

2982379650,1949391637

2982379650,35203319

2982379650,262343673

2982379650,2709250490

2982379650,145062108

2982379650,2413022749

2982379650,1964598974

2982379650,555031989

77522283,4009560641

77522283,247364660

77522283,2706642602

77522283,619051920

77522283,2869311345

77522283,1013800212

77522283,3019968215

77522283,13291572

77522283,121533179

77522283,946507549

77522283,122319646

77522283,594406975

374399109,14562685

374399109,17055162

374399109,34675533

374399109,35203319

42991757,2797602696

42991757,1002477324

42991757,378643729

42991757,2837967381

42991757,582199192

42991757,133193500

42991757,2413022749

42991757,1449933086

42991757,194081605

42991757,552851327

42991757,116830375

42991757,359572266

42991757,317005231

42991757,93555888

42991757,534563976

42991757,499107187

42991757,555031989

42991757,17055162

42991757,1606135614

42991757,119802433

42991757,894057794

42991757,861765444

42991757,265073782

42991757,18920390

42991757,745672716

42991757,14387914

42991757,299558731

42991757,16816972

42991757,50001997

42991757,158522193

42991757,1225805780

42991757,15612251

42991757,499014749

42991757,1713417312

42991757,328990309

42991757,1480809193

42991757,112717095

42991757,3339389805

42991757,1024244078

42991757,2860289139

42991757,104674678

42991757,329184408

42991757,309007739

42991757,2734124796

42991757,23242773

3220201621,920051202

3220201621,243877974

3220201621,736472070

3220201621,3962265616

3220201621,861293587

3220201621,2869758489

3220201621,2413022749

3220201621,2160775710

3220201621,2984159777

3220201621,213793315

3220201621,416743464

3220201621,3303546409

3220201621,171061292

3220201621,622384685

3220201621,1931960364

3220201621,543928898

3220201621,1705567818

3220201621,2474820182

3220201621,260472941

3220201621,3254815362

3220201621,3382594692

3220201621,199788677

3220201621,705287821

3220201621,408520849

3220201621,441462419

3220201621,2362717849

3220201621,2284237477

3220201621,2401883815

3220201621,2343558836

3220201621,45364918

3220201621,991493304

3220201621,14432446

3220201621,491551423

3220201621,1323115201

3220201621,422966469

3220201621,1688358086

3220201621,2859083482

3220201621,75616478

3220201621,15240931

3220201621,2557390566

3220201621,4502422758

3220201621,610720488

3220201621,106907689

3220201621,1435730690

3220201621,317005063

3220201621,1496841

3220201621,3346511123

3220201621,283140385

3220201621,3065996068

3220201621,50405680

3220201621,1585662259

3220201621,3190452532

3220201621,31137589

3220201621,258070843

3220201621,47702338

3220201621,342825283

3220201621,1329922886

3220201621,299558731

3220201621,16816972

3220201621,38682339

3220201621,119074646

3220201621,3223847255

3220201621,892149080

3220201621,73891680

3220201621,448958352

3220201621,3296179515

3220201621,90272103

3220201621,2770071913

3220201621,1115123052

3220201621,197347189

3220201621,2842117505

3220201621,3320692610

3220201621,818237828

3220201621,2797602696

3220201621,2364182923

3220201621,15377808

3220201621,72708499

3220201621,2247498223

3220201621,3097157020

3220201621,467703710

3220201621,256900512

3220201621,2964584867

3220201621,3237229994

3220201621,317005231

3220201621,76567984

3220201621,555031989

3220201621,19302326

3220201621,1242131911

3220201621,2912612297

3220201621,2425575384

3220201621,2300497376

3220201621,2936292323

3220201621,91608548

3220201621,707985387

3220201621,3393947631

3220201621,1477611511

3220201621,2900173115

3220201621,4048162812

47382678,2828992835

47382678,2505639177

47382678,53498731

47382678,322087980

47382678,54317231

47382678,44171091

47382678,443557785

47382678,17055162

47382678,104805053

47382678,272343934

17973402,3243551873

17973402,633287684

17973402,3064439045

17973402,736472070

17973402,317005063

17973402,16401388

17973402,3091307657

17973402,40224333

17973402,3317442316

17973402,155943437

17973402,12912912

17973402,408520849

17973402,104805053

17973402,14470803

17973402,3265833876

17973402,20222744

17973402,41187353

17973402,3230203290

17973402,2494215919

17973402,2561907674

17973402,4430089757

17973402,2607404960

17973402,283140385

17973402,1410636835

17973402,139736999

17973402,416743464

17973402,59918812

17973402,499107187

17973402,162677334

17973402,60692978

17973402,426611758

17973402,19337136

17973402,534563976

17973402,3030025779

17973402,47487925

17973402,60959947

17973402,1496841

17973402,2799626938

17973402,29005683

17973402,95257276

17973402,2546810941

17973402,1964598974

17973402,4417338814

17973402,13076512

17973402,24036140

17973402,2443192459

17973402,45364918

17973402,18920390

17973402,2751789639

17973402,2573096520

17973402,1510965194

17973402,53337291

17973402,25245773

17973402,50001997

17973402,171996495

17973402,119802433

17973402,26133587

17973402,2430716629

17973402,119074646

17973402,15357143

17973402,712557786

17973402,104005212

17973402,28815461

17973402,1008658832

17973402,111418467

17973402,1017796069

17973402,70673897

17973402,112678762

17973402,3047467756

17973402,112464786

17973402,3393947631

17973402,101914864

17973402,488349425

17973402,2330573426

17973402,2445447283

17973402,2482549621

17973402,2583938166

17973402,592900728

17973402,619086497

17973402,22022138

17973402,401048959

17973402,14562685

17973402,292232574

17973402,21810175

330801307,216394561

330801307,1912278314

330801307,14341804

330801307,1197682573

330801307,2467520784

330801307,333277752

330801307,93874450

330801307,2495926550

330801307,2473721719

330801307,20222744

330801307,1481924634

330801307,946507549

19251226,894057794

19251226,198483889

19251226,2797602696

19251226,1480809193

19251226,16816972

19251226,224765197

19251226,9696462

19251226,14562685

19251226,534563976

19251226,1949391637

19251226,2583938166

19251226,35203319

19251226,388439641

19251226,17055162

19251226,145062108

19251226,240991194

19251226,14124542

19251226,40290133

884424865,212024966

884424865,2388048264

884424865,894057794

884424865,247468686

884424865,229858959

884424865,879099408

884424865,477271714

884424865,3065996068

884424865,534563976

884424865,2882557621

884424865,17055162

884424865,969542076

884424865,17285310

884424865,555031989

884424865,3098931650

884424865,861765444

884424865,60959947

884424865,163511629

884424865,50001997

884424865,171996495

884424865,15357143

884424865,15612251

884424865,104005212

884424865,499014749

884424865,393421408

884424865,1244100456

884424865,1480809193

884424865,499107187

884424865,82234869

884424865,67560826

884424865,373995388

884424865,22908286

1519116451,1610955776

1519116451,28918980

1519116451,116798501

1519116451,26493482

1519116451,3094540755

1519116451,247364660

1519116451,555031989

1519116451,88903060

1519116451,17055162

1519116451,2413022749

1519116451,1964598974

1519116451,328990309

3246669992,608473

14164137,16450071

14164137,894057794

14164137,408520849

14164137,2447829655

14164137,20884891

14164137,15299357

14164137,17055162

14164137,1964598974

14164137,15822273

14164137,3003889730

14164137,16816972

14164137,26133587

14164137,203095125

14164137,245972054

14164137,2884081625

14164137,15612251

14164137,59918812

14164137,70673897

14164137,393033324

14164137,1024244078

14164137,49530613

14164137,17449590

14164137,3598513272

14164137,22022138

14164137,14562685

112255149,861765444

112255149,16647562

112255149,3265833876

112255149,112110550

112255149,15357143

112255149,435271195

112255149,1964598974

2984231087,119802433

2984231087,2480136290

2984231087,787737762

2984231087,987391748

2984231087,328990309

2984231087,1961113274

2984231087,534563976

2984231087,3061491114

2984231087,14387914

2984231087,16816972

2984231087,920051202

2984231087,46444989

2984231087,198483889

2984231087,338301059

2984231087,555031989

2984231087,1115173238

2984231087,1452034232

2984231087,35728314

2984231087,499014749

2984231087,292819455

2508374192,775427521

2508374192,3201434331

2508374192,2542134180

2508374192,171996495

2508374192,66094483

2508374192,2492934811

2508374192,2387851327

17498291,3056946657

17498291,96767203

17498291,554378917

17498291,2797602696

17498291,16816972

17498291,299558731

17498291,361540427

17498291,14083628

17498291,113022733

17498291,328990309

17498291,2964584867

17498291,2837967381

17498291,35203319

17498291,281956985

17498291,1010810106

17498291,2285509723

17498291,145062108

17498291,17055162

17498291,555031989

57061406,320788760

2943436148,2688524677

2943436148,17010198

2943436148,1949391637

2943436148,1024244078

2943436148,555031989

1976348904,1976479297

1976348904,1976625218

1976348904,1976280517

17285310,987391748

17285310,213339721

17285310,119802433

17285310,534563976

17285310,15150700

17285310,224765197

17285310,284080656

17285310,408520849

17285310,1244100456

17285310,1606377109

17285310,2297053591

17285310,85776157

17285310,13076512

17285310,283140385

17285310,1528538274

17285310,552851327

17285310,191174438

17285310,2214285223

17285310,1480809193

17285310,270958410

17285310,15299357

17285310,3030025779

17285310,15135287

17285310,24230328

17285310,969542076

17285310,41093053

17285310,1964598974

17285310,491551423

17285310,73891680

17285310,1329922886

17285310,884424865

17285310,3064266184

17285310,2912612297

17285310,14387914

17285310,60959947

17285310,50001997

17285310,158522193

17285310,97289556

17285310,203095125

17285310,191465337

17285310,104005212

17285310,22022138

17285310,867304158

17285310,1713417312

17285310,111418467

17285310,328990309

17285310,119718228

17285310,70673897

17285310,7205482

17285310,2734466983

17285310,3047467756

17285310,20235453

17285310,488349425

17285310,2330573426

17285310,499107187

17285310,2863666420

17285310,35203319

17285310,1276126676

17285310,1432925178

17285310,309007739

17285310,14562685

17285310,14124542

17285310,1949391637

97640639,92080321

97640639,1291226797

97640639,488608511

139460805,3095789328

139460805,15113529

139460805,3095696094

139460805,15706633

40272074,311316576

40272074,116451098

40272074,89759867

40272074,1314693948

40272074,831730261

35160268,218615120

523608270,328990309

523608270,255202220

523608270,555031989

523608270,2297053591

1591601869,2355088476

1591601869,359572266

1591601869,326175211

1591601869,16816972

1591601869,21231765

1591601869,162677334

1591601869,15357143

1591601869,50106200

